"Month","Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"March",2020,"32",8814,35,1808,371,9,7316,195,19208
"March",2020,"33",4996,12,1488,293,3,5520,82,16252
"March",2020,"34",15666,42,1444,338,0,8250,202,10160
"March",2020,"35",19516,33,2151,528,0,13375,232,15002
"March",2020,"36",12808,60,2731,481,6,9888,173,21862
"March",2020,"37",15860,32,1771,307,0,8519,188,14853
"March",2020,"38",8512,48,2573,545,3,8734,200,22343
"March",2020,"39",12101,71,2634,596,8,9491,146,27449
"March",2020,"40",12822,58,2126,518,4,8121,229,18799
"March",2020,"41",16720,53,1889,463,0,10394,197,12824
"March",2020,"42",12700,39,1087,254,0,6966,170,6379
"March",2021,"1",20408,34,2091,361,0,11594,1037,12615
"March",2021,"2",15104,40,2150,411,0,11360,843,16075
"March",2021,"3",14645,42,1259,289,0,8466,760,6679
"March",2021,"4",18089,44,2497,544,0,12765,1034,17967
"March",2021,"5",14913,48,1749,373,0,9855,819,11665
"March",2021,"6",17265,26,1012,182,0,7511,846,2886
"March",2021,"7",19198,52,1361,248,0,9302,870,6611
"March",2021,"8",16757,50,1802,359,0,12183,1092,10564
"March",2021,"9",21065,55,2596,537,0,15877,1361,16194
"March",2021,"10",13450,49,1270,259,0,7939,786,6529
"March",2021,"11",12062,29,840,177,0,6519,591,2740
"March",2021,"12",19045,43,1895,340,0,11812,1057,13415
"March",2021,"13",14319,28,2236,429,0,10721,791,18136
"March",2021,"14",14376,48,1070,200,0,8011,739,5010
"March",2021,"15",15426,56,1411,280,0,8645,709,6274
"March",2021,"16",13357,65,1430,346,0,9089,821,5715
"March",2021,"17",21906,48,1806,365,0,11805,1140,9533
"March",2021,"18",17059,65,1682,355,0,10682,970,8634
"March",2021,"19",13501,32,2203,354,0,11084,787,16981
"March",2021,"20",15591,55,1648,361,0,9619,866,9182
"March",2021,"21",14570,53,1880,359,0,9953,750,11976
"March",2021,"22",16155,32,2511,448,0,12340,918,18831
"March",2021,"23",16455,35,3109,500,0,13654,878,24514
"March",2021,"24",16791,114,1722,542,6,10775,796,7946
"March",2021,"25",17560,101,2388,628,10,11605,841,20553
"March",2021,"26",17894,86,2746,774,10,13642,924,23246
"March",2021,"27",16422,117,2028,601,13,10996,781,12200
"March",2021,"28",12910,27,919,168,0,6985,688,3214
"March",2021,"29",16872,48,2191,463,0,11812,913,14858
"March",2021,"30",15344,103,1897,515,10,10542,804,11436
"March",2021,"31",15909,85,2388,651,8,11590,871,17934
"March",2021,"32",8742,42,1964,441,10,8765,527,20928
"March",2021,"33",5262,18,1840,384,4,7776,373,19522
"March",2021,"34",16598,59,1789,383,0,10101,840,10871
"March",2021,"35",21620,50,2808,572,0,17435,1442,17868
"March",2021,"36",12101,50,2750,491,2,11075,888,22436
"March",2021,"37",16564,39,2036,356,0,10324,784,15825
"March",2021,"38",7637,44,2520,552,6,10062,521,22020
"March",2021,"39",11497,61,2670,624,12,10464,537,27809
"March",2021,"40",13536,55,2485,616,4,10467,660,20073
"March",2021,"41",18445,61,2366,518,0,13754,1204,14686
"March",2021,"42",13503,46,1345,270,0,8759,749,7111
"March",2022,"1",17986,22,1895,364,0,12343,1321,11824
"March",2022,"2",14704,34,2189,374,0,12955,1348,15069
"March",2022,"3",14626,33,1545,334,0,10988,1193,9011
"March",2022,"4",14901,32,2099,416,0,12145,1255,14845
"March",2022,"5",14925,38,1808,336,0,12445,1357,11051
"March",2022,"6",17603,35,1073,186,0,9960,1218,2890
"March",2022,"7",18127,39,1419,245,0,11404,1282,6993
"March",2022,"8",14158,29,1682,347,0,13528,1512,9554
"March",2022,"9",14095,36,1849,372,0,13244,1478,10906
"March",2022,"10",14322,50,1394,292,0,10686,1198,7833
"March",2022,"11",12602,32,1044,198,0,9327,925,3057
"March",2022,"12",15908,36,1464,266,0,11643,1288,10136
"March",2022,"13",14311,21,2186,422,0,12635,1306,15797
"March",2022,"14",15019,41,1282,239,0,10748,1097,5176
"March",2022,"15",12485,48,1373,332,0,11196,1114,5351
"March",2022,"16",13978,45,1541,311,0,11861,1243,8909
"March",2022,"17",16360,37,1430,265,0,11819,1443,6742
"March",2022,"18",15437,47,1552,291,0,11982,1238,7493
"March",2022,"19",11376,29,2391,375,0,13145,1013,20719
"March",2022,"20",15151,51,1579,329,0,11529,1144,7381
"March",2022,"21",15296,56,2125,399,0,13033,1250,12886
"March",2022,"22",14786,30,2451,407,0,13655,1381,16905
"March",2022,"23",14701,30,2839,413,0,13938,1106,21417
"March",2022,"24",14757,82,1721,459,3,11962,962,7927
"March",2022,"25",17310,93,2065,556,7,11972,972,15778
"March",2022,"26",15521,72,2644,705,7,13815,1049,21954
"March",2022,"27",15097,83,1902,521,10,12191,1104,10715
"March",2022,"28",13162,25,999,202,0,9647,1035,3915
"March",2022,"29",14761,36,1841,381,0,12894,1351,11682
"March",2022,"30",13839,75,1720,466,6,11123,999,9762
"March",2022,"31",13822,57,2454,625,9,12182,1108,19993
"March",2022,"32",9722,37,2145,498,5,10900,817,20292
"March",2022,"33",5532,23,2009,390,3,9985,523,20895
"March",2022,"34",15912,51,1686,363,0,11980,1295,10008
"March",2022,"35",14203,27,2053,392,0,13942,1546,12435
"March",2022,"36",10517,31,2355,452,0,12596,1093,18496
"March",2022,"37",16885,38,2175,382,0,12880,1268,14970
"March",2022,"38",7806,44,2633,620,8,13783,747,23141
"March",2022,"39",10918,50,2665,632,14,12461,804,27500
"March",2022,"40",13417,56,2539,640,4,12709,806,20667
"March",2022,"41",15265,37,2068,417,0,13695,1598,11756
"March",2022,"42",14974,50,1641,308,0,12535,1332,9341
"April",2018,"1",16854,46,1565,281,0,7796,241,10555
"April",2018,"2",12741,50,1585,334,0,8137,164,14750
"April",2018,"3",12787,52,963,219,0,5816,265,6051
"April",2018,"4",14922,66,1804,433,0,8558,225,14984
"April",2018,"5",12850,56,1313,284,0,6735,203,10486
"April",2018,"6",15633,39,647,138,0,5208,509,2324
"April",2018,"7",16865,74,1012,173,0,6390,317,5669
"April",2018,"8",13201,61,1253,287,0,7496,206,8260
"April",2018,"9",15000,62,1629,391,0,9442,219,11872
"April",2018,"10",11415,57,961,224,0,5213,230,5817
"April",2018,"11",10368,44,572,142,0,4471,311,2289
"April",2018,"12",15568,58,1390,280,0,7675,280,10424
"April",2018,"13",12578,41,1756,334,0,7890,186,15567
"April",2018,"14",12704,59,792,162,0,5567,301,4358
"April",2018,"15",13503,73,1071,247,0,5922,348,5366
"April",2018,"16",11581,61,984,316,0,6372,452,4874
"April",2018,"17",16766,56,1250,259,0,7342,286,7659
"April",2018,"18",14020,82,1185,290,0,7021,326,6966
"April",2018,"19",11515,46,1787,267,0,7344,203,13550
"April",2018,"20",13174,73,1273,286,0,6637,298,8146
"April",2018,"21",12642,62,1489,324,0,7052,196,10542
"April",2018,"22",13920,48,1926,374,0,8824,187,16316
"April",2018,"23",13907,50,2354,394,0,9252,180,20766
"April",2018,"24",14611,234,1411,530,4,7825,496,7254
"April",2018,"25",14704,123,1958,527,8,8429,361,19041
"April",2018,"26",14101,124,2059,581,10,9176,365,20767
"April",2018,"27",13727,147,1639,456,11,7643,368,11050
"April",2018,"28",10954,27,597,145,0,4505,267,2616
"April",2018,"29",14130,64,1656,352,0,8202,226,12920
"April",2018,"30",12827,104,1489,374,7,6569,314,9996
"April",2018,"31",13267,112,1894,499,9,7593,282,15720
"April",2018,"32",8331,54,1706,343,12,6249,207,17380
"April",2018,"33",5610,16,1683,334,3,5698,110,16539
"April",2018,"34",13987,60,1358,310,0,7019,233,9684
"April",2018,"35",16121,50,1803,454,0,10454,230,13153
"April",2018,"36",11305,79,2532,432,4,7950,166,18931
"April",2018,"37",14017,50,1646,281,0,7405,192,14078
"April",2018,"38",7952,66,2332,445,2,6730,170,19936
"April",2018,"39",11477,101,2685,570,9,8293,165,25669
"April",2018,"40",10906,84,1893,410,3,6394,221,16825
"April",2018,"41",13947,66,1552,376,0,8079,196,11150
"April",2018,"42",11389,53,1015,231,0,5683,193,5915
"April",2020,"1",19011,34,1729,304,0,9297,213,11498
"April",2020,"2",14447,36,1754,355,0,9278,155,15166
"April",2020,"3",14091,46,1064,221,0,6846,213,6232
"April",2020,"4",17167,49,2099,477,0,10562,218,16698
"April",2020,"5",14226,46,1392,348,0,8029,184,10931
"April",2020,"6",17645,25,942,169,0,6515,389,2750
"April",2020,"7",18657,53,1187,207,0,7820,288,6164
"April",2020,"8",15421,36,1450,333,0,9527,189,9211
"April",2020,"9",18933,42,1959,464,0,12317,209,13990
"April",2020,"10",12764,34,1103,238,0,6397,198,6042
"April",2020,"11",12060,36,839,178,0,5593,244,2639
"April",2020,"12",17933,46,1584,297,0,9613,255,12058
"April",2020,"13",13847,28,1849,368,0,8982,174,16797
"April",2020,"14",14127,43,930,168,0,6704,257,4613
"April",2020,"15",15005,43,1239,285,0,7100,240,5746
"April",2020,"16",14361,60,1387,368,0,8302,428,5472
"April",2020,"17",19742,40,1477,298,0,9144,254,8497
"April",2020,"18",16330,67,1440,342,0,8786,271,7725
"April",2020,"19",13045,29,1896,313,0,8922,205,15445
"April",2020,"20",15144,56,1404,345,0,7935,244,8523
"April",2020,"21",13924,41,1579,351,0,8261,180,11025
"April",2020,"22",15602,29,2070,390,0,10198,181,17522
"April",2020,"23",15827,30,2574,449,0,11059,181,23058
"April",2020,"24",17131,149,1618,533,5,9422,486,8042
"April",2020,"25",17042,104,2116,552,7,9822,347,20053
"April",2020,"26",17013,96,2357,688,7,11385,362,22503
"April",2020,"27",15732,115,1785,504,9,9158,334,11726
"April",2020,"28",12339,15,811,167,0,5661,223,2879
"April",2020,"29",16217,45,1829,367,0,9665,211,13675
"April",2020,"30",14859,96,1724,454,10,8413,321,10913
"April",2020,"31",15168,88,2079,585,7,9353,296,16901
"April",2020,"32",8818,38,1821,375,9,7336,194,19369
"April",2020,"33",4973,12,1496,294,3,5527,80,16343
"April",2020,"34",15728,43,1453,335,0,8319,202,10199
"April",2020,"35",19588,34,2176,527,0,13520,233,15093
"April",2020,"36",12838,64,2742,481,6,9943,171,21984
"April",2020,"37",15929,32,1777,309,0,8557,188,14920
"April",2020,"38",8484,49,2567,547,3,8714,199,22317
"April",2020,"39",12107,73,2620,594,8,9397,145,27644
"April",2020,"40",12830,60,2128,517,4,8150,229,18869
"April",2020,"41",16815,54,1895,466,0,10468,201,12919
"April",2020,"42",12755,39,1102,255,0,7006,171,6427
"April",2021,"1",20465,34,2101,366,0,11861,1142,12637
"April",2021,"2",15080,40,2168,418,0,11556,949,16067
"April",2021,"3",14615,41,1271,292,0,8669,851,6647
"April",2021,"4",18104,45,2515,549,0,12988,1143,17936
"April",2021,"5",14925,48,1752,376,0,10039,899,11629
"April",2021,"6",17201,26,1013,185,0,7737,924,2877
"April",2021,"7",19125,52,1372,250,0,9502,984,6592
"April",2021,"8",16737,50,1820,363,0,12411,1200,10549
"April",2021,"9",21126,54,2601,541,0,16219,1517,16237
"April",2021,"10",13457,48,1279,265,0,8177,864,6528
"April",2021,"11",12048,29,856,180,0,6729,637,2745
"April",2021,"12",19046,43,1913,346,0,12082,1174,13438
"April",2021,"13",14319,27,2239,427,0,10896,860,18140
"April",2021,"14",14342,49,1080,204,0,8212,822,5007
"April",2021,"15",15429,56,1421,282,0,8916,783,6275
"April",2021,"16",13373,63,1423,354,0,9398,928,5714
"April",2021,"17",21944,47,1821,371,0,12117,1275,9506
"April",2021,"18",17058,65,1697,359,0,10952,1049,8592
"April",2021,"19",13521,32,2210,354,0,11366,867,17029
"April",2021,"20",15584,54,1649,369,0,9826,965,9156
"April",2021,"21",14543,51,1890,364,0,10133,835,11943
"April",2021,"22",16153,32,2538,452,0,12603,1017,18821
"April",2021,"23",16456,35,3120,502,0,13904,976,24553
"April",2021,"24",16747,114,1730,544,6,10948,848,7934
"April",2021,"25",17554,102,2406,633,10,11749,900,20505
"April",2021,"26",17929,87,2771,780,10,13845,994,23263
"April",2021,"27",16409,115,2035,600,12,11175,847,12173
"April",2021,"28",12922,27,925,168,0,7217,751,3226
"April",2021,"29",16868,48,2203,469,0,12052,1006,14823
"April",2021,"30",15342,105,1918,516,10,10690,868,11439
"April",2021,"31",15902,85,2396,649,8,11794,956,17928
"April",2021,"32",8766,41,1981,444,10,8967,572,20949
"April",2021,"33",4818,16,1708,337,4,6975,379,18516
"April",2021,"34",16594,57,1793,385,0,10296,937,10829
"April",2021,"35",21688,50,2833,577,0,17807,1594,17890
"April",2021,"36",12068,50,2760,498,2,11388,979,22437
"April",2021,"37",16596,38,2044,358,0,10491,860,15779
"April",2021,"38",7566,45,2507,551,6,10277,583,21925
"April",2021,"39",11457,59,2669,625,12,10614,586,27748
"April",2021,"40",12949,54,2356,577,4,10094,690,19178
"April",2021,"41",18415,62,2379,515,0,14077,1346,14706
"April",2021,"42",13499,46,1355,275,0,8972,839,7085
"May",2018,"1",17039,46,1576,284,0,7900,246,10685
"May",2018,"2",12905,49,1607,345,0,8227,161,14854
"May",2018,"3",12910,52,974,220,0,5905,266,6093
"May",2018,"4",15097,65,1820,441,0,8667,225,15196
"May",2018,"5",12981,53,1327,289,0,6799,199,10555
"May",2018,"6",15934,39,683,142,0,5359,541,2394
"May",2018,"7",17122,73,1035,178,0,6509,326,5755
"May",2018,"8",13383,55,1280,300,0,7643,210,8370
"May",2018,"9",15240,61,1657,405,0,9643,225,12101
"May",2018,"10",11592,55,972,231,0,5359,232,5890
"May",2018,"11",10556,45,630,145,0,4649,316,2341
"May",2018,"12",15740,54,1427,290,0,7806,285,10563
"May",2018,"13",12708,40,1769,338,0,7936,186,15724
"May",2018,"14",12875,59,821,161,0,5681,317,4423
"May",2018,"15",13698,69,1110,250,0,6066,360,5432
"May",2018,"16",11855,58,1042,323,0,6626,473,4949
"May",2018,"17",16940,53,1279,264,0,7435,294,7802
"May",2018,"18",14190,81,1214,291,0,7150,329,7071
"May",2018,"19",11640,44,1813,270,0,7465,202,13746
"May",2018,"20",13392,69,1299,292,0,6805,303,8235
"May",2018,"21",12776,56,1512,324,0,7168,200,10614
"May",2018,"22",14057,46,1933,379,0,8960,190,16464
"May",2018,"23",14028,50,2396,401,0,9365,187,20934
"May",2018,"24",14719,229,1423,529,4,7892,490,7313
"May",2018,"25",14771,120,1956,536,8,8496,361,19151
"May",2018,"26",14238,119,2075,607,9,9284,367,20917
"May",2018,"27",13832,147,1653,457,11,7728,358,11131
"May",2018,"28",11164,25,626,145,0,4617,270,2671
"May",2018,"29",14295,61,1660,364,0,8333,228,13077
"May",2018,"30",12947,103,1499,382,7,6692,317,10088
"May",2018,"31",13364,107,1924,504,9,7669,289,15814
"May",2018,"32",8328,53,1724,348,12,6321,204,17642
"May",2018,"33",5639,17,1726,349,3,5806,109,17052
"May",2018,"34",14169,59,1370,320,0,7136,232,9752
"May",2018,"35",16376,49,1840,467,0,10649,234,13327
"May",2018,"36",11371,72,2547,442,5,8023,167,19219
"May",2018,"37",14217,42,1646,283,0,7487,197,14199
"May",2018,"38",7963,61,2342,451,2,6811,169,20148
"May",2018,"39",10717,88,2467,517,8,7675,144,24605
"May",2018,"40",10999,79,1897,422,3,6431,220,16970
"May",2018,"41",14153,66,1575,388,0,8221,198,11317
"May",2018,"42",11590,53,1024,233,0,5787,198,5990
"May",2020,"1",19105,34,1744,305,0,9358,210,11613
"May",2020,"2",14505,37,1751,364,0,9316,156,15276
"May",2020,"3",14135,46,1077,223,0,6870,214,6244
"May",2020,"4",17256,49,2110,475,0,10597,218,16853
"May",2020,"5",14302,46,1409,347,0,8047,183,11002
"May",2020,"6",17686,25,947,167,0,6527,388,2769
"May",2020,"7",18754,53,1195,213,0,7839,287,6177
"May",2020,"8",15503,36,1459,332,0,9595,190,9284
"May",2020,"9",19064,43,1971,467,0,12385,206,14116
"May",2020,"10",12835,36,1103,238,0,6430,198,6068
"May",2020,"11",12102,35,849,177,0,5612,244,2649
"May",2020,"12",18033,48,1584,298,0,9673,255,12156
"May",2020,"13",13883,28,1865,366,0,9036,177,16942
"May",2020,"14",14161,43,940,169,0,6720,256,4653
"May",2020,"15",15071,44,1247,287,0,7121,240,5784
"May",2020,"16",14407,60,1390,368,0,8341,426,5522
"May",2020,"17",19894,41,1480,303,0,9198,255,8590
"May",2020,"18",16390,68,1448,339,0,8826,271,7769
"May",2020,"19",13075,30,1908,316,0,8944,207,15570
"May",2020,"20",15215,57,1418,345,0,7980,245,8561
"May",2020,"21",13991,41,1590,343,0,8261,181,11143
"May",2020,"22",15659,31,2079,392,0,10260,182,17614
"May",2020,"23",15898,33,2594,447,0,11104,177,23203
"May",2020,"24",17120,151,1609,532,5,9396,486,8043
"May",2020,"25",17074,106,2115,557,7,9836,347,20091
"May",2020,"26",17072,97,2362,695,7,11419,356,22567
"May",2020,"27",15725,117,1792,506,9,9185,337,11762
"May",2020,"28",12383,15,819,167,0,5678,221,2893
"May",2020,"29",16310,45,1842,374,0,9724,211,13771
"May",2020,"30",14866,95,1721,453,10,8440,317,10939
"May",2020,"31",15205,87,2095,581,8,9374,294,16977
"May",2020,"32",8833,39,1817,381,9,7351,192,19578
"May",2020,"33",4979,12,1513,294,3,5561,79,16550
"May",2020,"34",15790,44,1464,341,0,8364,203,10290
"May",2020,"35",19703,36,2203,527,0,13645,232,15252
"May",2020,"36",12880,63,2746,481,6,9982,171,22265
"May",2020,"37",15983,34,1785,312,0,8606,185,15047
"May",2020,"38",8507,51,2572,547,3,8743,198,22436
"May",2020,"39",12056,69,2573,585,8,9262,140,27997
"May",2020,"40",12846,60,2132,524,4,8154,229,18952
"May",2020,"41",16925,56,1905,474,0,10562,204,13034
"May",2020,"42",12851,40,1114,256,0,7063,171,6460
"May",2021,"1",20472,33,2121,368,0,12094,1280,12642
"May",2021,"2",15085,40,2177,421,0,11714,1039,16039
"May",2021,"3",14596,42,1282,286,0,8840,933,6643
"May",2021,"4",18122,45,2533,555,0,13208,1230,17933
"May",2021,"5",14922,48,1747,381,0,10236,993,11603
"May",2021,"6",17191,26,1013,187,0,7967,980,2894
"May",2021,"7",19124,52,1381,250,0,9661,1067,6580
"May",2021,"8",16745,49,1830,368,0,12678,1292,10521
"May",2021,"9",21176,53,2615,549,0,16527,1664,16224
"May",2021,"10",13457,47,1286,267,0,8373,932,6527
"May",2021,"11",12049,30,867,181,0,6894,678,2747
"May",2021,"12",19055,41,1922,349,0,12340,1260,13466
"May",2021,"13",14302,25,2253,426,0,11031,923,18158
"May",2021,"14",14355,48,1092,207,0,8378,883,4988
"May",2021,"15",15448,56,1421,284,0,9109,848,6282
"May",2021,"16",13419,63,1435,358,0,9660,997,5730
"May",2021,"17",21964,48,1835,379,0,12373,1384,9531
"May",2021,"18",17083,65,1703,360,0,11184,1135,8576
"May",2021,"19",13528,32,2233,356,0,11616,935,17073
"May",2021,"20",15560,53,1653,366,0,10021,1047,9151
"May",2021,"21",14517,50,1901,372,0,10275,907,11902
"May",2021,"22",16160,31,2552,453,0,12786,1099,18795
"May",2021,"23",16478,35,3137,506,0,14139,1029,24597
"May",2021,"24",16638,114,1719,545,6,11074,903,7894
"May",2021,"25",17560,102,2411,633,10,11869,984,20489
"May",2021,"26",17941,87,2791,785,10,14005,1075,23234
"May",2021,"27",16347,115,2028,598,13,11321,909,12161
"May",2021,"28",12913,26,925,167,0,7405,795,3238
"May",2021,"29",16871,50,2209,476,0,12260,1107,14784
"May",2021,"30",15319,106,1931,516,10,10858,946,11409
"May",2021,"31",15896,85,2419,654,8,11927,1030,17929
"May",2021,"32",8794,41,1984,450,10,9130,602,20990
"May",2021,"33",4720,15,1671,323,4,6961,403,18178
"May",2021,"34",16544,56,1803,387,0,10462,1013,10847
"May",2021,"35",21719,46,2858,581,0,18095,1732,17944
"May",2021,"36",12091,49,2785,505,2,11707,1068,22519
"May",2021,"37",16653,38,2059,356,0,10628,945,15792
"May",2021,"38",7489,45,2480,551,6,10431,619,21804
"May",2021,"39",11438,60,2662,625,11,10783,645,27688
"May",2021,"40",12932,54,2372,588,4,10308,740,19152
"May",2021,"41",18459,60,2405,519,0,14369,1453,14733
"May",2021,"42",13513,46,1361,276,0,9159,923,7089
"June",2018,"1",17305,46,1583,283,0,7980,253,10831
"June",2018,"2",13161,49,1612,344,0,8287,172,15003
"June",2018,"3",13147,56,994,229,0,5977,273,6192
"June",2018,"4",15385,65,1843,449,0,8731,232,15405
"June",2018,"5",13199,54,1339,293,0,6885,203,10702
"June",2018,"6",16345,38,725,143,0,5516,564,2461
"June",2018,"7",17373,72,1052,179,0,6586,342,5833
"June",2018,"8",13609,52,1299,301,0,7727,217,8538
"June",2018,"9",15537,63,1679,417,0,9777,234,12371
"June",2018,"10",11918,54,980,239,0,5493,241,6018
"June",2018,"11",10827,44,665,160,0,4814,320,2406
"June",2018,"12",16001,55,1427,297,0,7907,292,10805
"June",2018,"13",12891,44,1768,341,0,7983,203,15914
"June",2018,"14",13126,58,851,164,0,5806,322,4496
"June",2018,"15",13996,67,1135,259,0,6219,377,5570
"June",2018,"16",12285,59,1092,335,0,6812,485,5060
"June",2018,"17",17273,52,1298,277,0,7532,305,7901
"June",2018,"18",14500,79,1227,297,0,7287,330,7234
"June",2018,"19",11816,44,1824,269,0,7513,211,14017
"June",2018,"20",13748,69,1322,299,0,6909,312,8385
"June",2018,"21",12974,60,1524,330,0,7254,203,10733
"June",2018,"22",14291,45,1932,392,0,9033,200,16705
"June",2018,"23",14235,50,2414,403,0,9417,191,21267
"June",2018,"24",14783,225,1426,527,4,7917,489,7335
"June",2018,"25",14849,121,1967,540,8,8549,361,19186
"June",2018,"26",14319,119,2085,616,9,9365,369,20969
"June",2018,"27",13861,150,1654,457,11,7786,360,11172
"June",2018,"28",11431,24,640,149,0,4779,283,2732
"June",2018,"29",14544,61,1667,369,0,8447,242,13270
"June",2018,"30",13002,105,1504,383,7,6727,318,10126
"June",2018,"31",13432,108,1930,504,9,7694,286,15819
"June",2018,"32",8354,52,1727,348,12,6328,206,17737
"June",2018,"33",5654,17,1729,351,3,5836,109,17110
"June",2018,"34",14406,58,1386,324,0,7202,246,9919
"June",2018,"35",16674,49,1874,481,0,10731,243,13558
"June",2018,"36",11449,72,2550,445,5,8085,173,19389
"June",2018,"37",14425,42,1655,289,0,7523,210,14401
"June",2018,"38",8006,59,2358,454,2,6852,171,20350
"June",2018,"39",10754,88,2462,524,8,7734,143,24754
"June",2018,"40",11082,79,1894,435,3,6460,223,17109
"June",2018,"41",14419,65,1597,398,0,8325,213,11495
"June",2018,"42",11747,53,1027,232,0,5898,204,6126
"June",2019,"1",18113,45,1595,317,0,8626,243,11262
"June",2019,"2",13615,42,1692,354,0,8987,162,15264
"June",2019,"3",14128,52,1046,235,0,6792,259,6417
"June",2019,"4",16262,56,1950,466,0,9770,216,16395
"June",2019,"5",13679,45,1385,339,0,7577,198,11082
"June",2019,"6",17506,35,861,185,0,6405,511,2743
"June",2019,"7",18133,53,1144,206,0,7369,318,6091
"June",2019,"8",14493,49,1387,343,0,8694,196,9077
"June",2019,"9",17332,49,1846,445,0,11207,220,13509
"June",2019,"10",12785,40,1089,253,0,6302,236,6262
"June",2019,"11",11786,40,788,196,0,5568,316,2663
"June",2019,"12",16958,48,1524,298,0,8842,268,11666
"June",2019,"13",13344,31,1821,355,0,8569,185,16619
"June",2019,"14",13846,53,918,173,0,6543,318,4645
"June",2019,"15",14841,57,1230,290,0,7067,329,5842
"June",2019,"16",13762,54,1306,384,0,8088,488,5530
"June",2019,"17",18693,48,1404,297,0,8446,279,8302
"June",2019,"18",15503,70,1365,345,0,8127,291,7713
"June",2019,"19",12632,43,1898,297,0,8386,205,15096
"June",2019,"20",14648,59,1396,353,0,7699,293,8690
"June",2019,"21",13449,52,1584,348,0,7859,179,11099
"June",2019,"22",14809,34,2001,417,0,9843,181,17513
"June",2019,"23",14992,46,2528,451,0,10488,173,22699
"June",2019,"24",15812,182,1551,540,5,9094,501,8068
"June",2019,"25",15802,121,2088,542,10,9418,353,19933
"June",2019,"26",15540,106,2259,676,7,10771,376,22120
"June",2019,"27",14703,136,1719,500,11,8668,343,11656
"June",2019,"28",12079,21,732,171,0,5450,253,2920
"June",2019,"29",15506,55,1802,386,0,9234,224,13831
"June",2019,"30",13791,110,1611,421,10,7632,300,10817
"June",2019,"31",14204,99,2025,557,9,8622,298,16724
"June",2019,"32",8751,45,1846,386,11,7072,194,19028
"June",2019,"33",5748,23,1836,372,2,6412,112,18217
"June",2019,"34",15121,52,1449,338,0,7944,212,10232
"June",2019,"35",18074,43,2057,528,0,12144,232,14558
"June",2019,"36",12123,76,2726,473,6,9093,179,21158
"June",2019,"37",15170,40,1727,318,0,8377,200,14837
"June",2019,"38",8179,58,2517,527,2,7573,193,21775
"June",2019,"39",11331,87,2617,591,8,8689,147,26673
"June",2019,"40",11850,69,2030,493,4,7389,232,18473
"June",2019,"41",15524,54,1741,468,0,9398,193,12461
"June",2019,"42",12365,52,1065,247,0,6595,195,6434
"June",2020,"1",19323,38,1755,308,0,9500,212,11688
"June",2020,"2",14659,39,1783,375,0,9428,156,15428
"June",2020,"3",14236,46,1088,229,0,6987,217,6300
"June",2020,"4",17443,48,2128,480,0,10752,220,17012
"June",2020,"5",14457,46,1444,353,0,8177,189,11052
"June",2020,"6",17796,26,963,171,0,6625,388,2797
"June",2020,"7",18903,53,1226,222,0,7942,287,6207
"June",2020,"8",15705,36,1486,331,0,9791,195,9379
"June",2020,"9",19353,41,2011,473,0,12650,212,14263
"June",2020,"10",12975,35,1123,243,0,6547,206,6107
"June",2020,"11",12206,36,852,177,0,5693,245,2666
"June",2020,"12",18211,48,1599,302,0,9792,257,12267
"June",2020,"13",13965,28,1886,372,0,9167,178,17085
"June",2020,"14",14243,41,958,177,0,6821,255,4681
"June",2020,"15",15191,46,1268,289,0,7198,238,5819
"June",2020,"16",14508,60,1410,367,0,8461,426,5568
"June",2020,"17",20182,40,1505,313,0,9378,258,8672
"June",2020,"18",16544,67,1471,343,0,8957,271,7847
"June",2020,"19",13196,29,1929,315,0,9076,208,15694
"June",2020,"20",15325,58,1446,356,0,8120,251,8629
"June",2020,"21",14144,41,1608,347,0,8389,181,11232
"June",2020,"22",15773,31,2113,393,0,10421,181,17751
"June",2020,"23",16041,33,2621,454,0,11271,178,23380
"June",2020,"24",14704,103,1302,431,5,7630,346,6725
"June",2020,"25",15955,91,1938,498,7,9082,296,18823
"June",2020,"26",15900,85,2173,615,7,10430,318,20922
"June",2020,"27",14664,106,1627,454,9,8368,299,10866
"June",2020,"28",12483,15,824,171,0,5773,222,2909
"June",2020,"29",16450,46,1871,375,0,9888,210,13881
"June",2020,"30",13556,83,1555,387,10,7594,267,9967
"June",2020,"31",14347,75,1955,538,8,8716,254,15861
"June",2020,"32",8566,38,1780,373,8,7187,173,19283
"June",2020,"33",5005,12,1530,298,3,5699,81,16727
"June",2020,"34",15990,47,1499,345,0,8501,207,10360
"June",2020,"35",20015,37,2238,530,0,13924,239,15438
"June",2020,"36",12995,62,2782,487,6,10144,169,22471
"June",2020,"37",16131,34,1797,324,0,8711,187,15177
"June",2020,"38",8529,52,2588,555,3,8949,203,22551
"June",2020,"39",12050,69,2578,577,8,9384,139,28037
"June",2020,"40",12807,59,2135,531,4,8249,225,18879
"June",2020,"41",17140,57,1960,482,0,10795,204,13138
"June",2020,"42",12983,40,1128,257,0,7159,171,6519
"June",2021,"1",20537,32,2142,371,0,12333,1382,12686
"June",2021,"2",15093,39,2192,428,0,11916,1108,16033
"June",2021,"3",14580,41,1283,285,0,9022,984,6640
"June",2021,"4",18141,43,2556,555,0,13399,1331,17962
"June",2021,"5",14948,48,1753,380,0,10457,1074,11623
"June",2021,"6",17195,26,1023,189,0,8182,1048,2917
